millis,time,data,min,max
812996,11.422,1526,,
813004,11.43,1534,,
813015,11.441,1542,,
813026,11.452,1537,,
813034,11.46,1536,,
813045,11.471,1538,,
813056,11.482,1545,,
813064,11.49,1547,,
813075,11.501,1545,,
813086,11.512,1535,,
813094,11.52,1538,,
813105,11.531,1547,,
813116,11.542,1546,,
813124,11.55,1553,,
813135,11.561,1553,,
813146,11.572,1552,,
813156,11.582,1551,,
813164,11.59,1546,,
813175,11.601,1549,,
813186,11.612,1557,,
813194,11.62,1559,,
813205,11.631,1556,,
813216,11.642,1550,,
813224,11.65,1552,,
813235,11.661,1561,,
813246,11.672,1563,,
813254,11.68,1561,,
813265,11.691,1561,,
813276,11.702,1571,,
813284,11.71,1570,,
813295,11.721,1568,,
813306,11.732,1566,,
813314,11.74,1572,,
813324,11.75,1577,,
813335,11.761,1575,,
813346,11.772,1569,,
813354,11.78,1573,,
813365,11.791,1581,,
813376,11.802,1582,,
813384,11.81,1589,,
813395,11.821,1590,,
813406,11.832,1586,,
813414,11.84,1586,,
813424,11.85,1587,,
813435,11.861,1591,,
813446,11.872,1596,,
813454,11.88,1597,,
813465,11.891,1595,,
813476,11.902,1596,,
813484,11.91,1598,,
813495,11.921,1598,,
813505,11.931,1600,,
813516,11.942,1605,,
813524,11.95,1601,,
813535,11.961,1599,,
813546,11.972,1604,,
813554,11.98,1610,,
813565,11.991,1613,,
813576,12.002,1614,,
813584,12.01,1616,,
813595,12.021,1612,,
813606,12.032,1604,,
813614,12.04,1604,,
813625,12.051,1613,,
813636,12.062,1617,,
813644,12.07,1623,,
813655,12.081,1622,,
813666,12.092,1616,,
813674,12.1,1615,,
813685,12.111,1618,,
813696,12.122,1618,,
813704,12.13,1618,,
813715,12.141,1624,,
813726,12.152,1622,,
813734,12.16,1624,,
813745,12.171,1628,,
813756,12.182,1628,,
813764,12.19,1628,,
813775,12.201,1628,,
813786,12.212,1631,,
813794,12.22,1634,,
813805,12.231,1635,,
813816,12.242,1639,,
813824,12.25,1633,,
813835,12.261,1628,,
813846,12.272,1633,,
813854,12.28,1636,,
813864,12.29,1641,,
813875,12.301,1635,,
813886,12.312,1636,,
813894,12.32,1642,,
813905,12.331,1642,,
813916,12.342,1644,,
813924,12.35,1648,,
813935,12.361,1649,,
813945,12.371,1660,,
813956,12.382,1656,,
813964,12.39,1651,,
813974,12.4,1651,,
813985,12.411,1648,,
813996,12.422,1642,,
814004,12.43,1643,,
814015,12.441,1652,,
814026,12.452,1657,,
814034,12.46,1662,,
814045,12.471,1663,,
814056,12.482,1660,,
814064,12.49,1659,,
814075,12.501,1660,,
814086,12.512,1659,,
814094,12.52,1661,,
814105,12.531,1664,,
814116,12.542,1662,,
814124,12.55,1657,,
814135,12.561,1661,,
814146,12.572,1670,,
814154,12.58,1670,,
814165,12.591,1669,,
814176,12.602,1669,,
814184,12.61,1675,,
814195,12.621,1679,,
814206,12.632,1682,,
814214,12.64,1684,,
814225,12.651,1679,,
814236,12.662,1676,,
814244,12.67,1678,,
814255,12.681,1683,,
814266,12.692,1684,,
814274,12.7,1682,,
814285,12.711,1683,,
814296,12.722,1690,,
814304,12.73,1688,,
814315,12.741,1686,,
814326,12.752,1690,,
814334,12.76,1690,,
814345,12.771,1693,,
814356,12.782,1696,,
814364,12.79,1698,,
814375,12.801,1698,,
814386,12.812,1692,,
814394,12.82,1696,,
814405,12.831,1704,,
814415,12.841,1703,,
814426,12.852,1708,,
814434,12.86,1704,,
814445,12.871,1701,,
814456,12.882,1708,,
814464,12.89,1713,,
814475,12.901,1717,,
814486,12.912,1718,,
814494,12.92,1720,,
814504,12.93,1718,,
814515,12.941,1714,,
814526,12.952,1715,,
814534,12.96,1718,,
814545,12.971,1719,,
814556,12.982,1725,,
814564,12.99,1723,,
814575,13.001,1722,,
814586,13.012,1727,,
814594,13.02,1727,,
814605,13.031,1728,,
814616,13.042,1736,,
814624,13.05,1738,,
814635,13.061,1736,,
814646,13.072,1738,,
814654,13.08,1735,,
814665,13.091,1737,,
814676,13.102,1742,,
814684,13.11,1749,,
814695,13.121,1748,,
814706,13.132,1744,,
814714,13.14,1746,,
814725,13.151,1749,,
814736,13.162,1743,,
814744,13.17,1744,,
814755,13.181,1750,,
814766,13.192,1750,,
814774,13.2,1753,,
814785,13.211,1754,,
814796,13.222,1755,,
814804,13.23,1754,,
814815,13.241,1753,,
814826,13.252,1752,,
814834,13.26,1755,,
814845,13.271,1758,,
814856,13.282,1754,,
814864,13.29,1755,,
814875,13.301,1757,,
814886,13.312,1753,,
814894,13.32,1755,,
814905,13.331,1757,,
814916,13.342,1757,,
814926,13.352,1766,,
814934,13.36,1769,,
814945,13.371,1766,,
814956,13.382,1756,,
814964,13.39,1760,,
814975,13.401,1763,,
814986,13.412,1765,,
814994,13.42,1759,,
815005,13.431,1753,,
815016,13.442,1757,,
815024,13.45,1758,,
815034,13.46,1761,,
815045,13.471,1764,,
815056,13.482,1766,,
815064,13.49,1760,,
815075,13.501,1761,,
815086,13.512,1760,,
815094,13.52,1763,,
815105,13.531,1768,,
815115,13.541,1775,,
815126,13.552,1768,,
815134,13.56,1764,,
815145,13.571,1766,,
815156,13.582,1763,,
815164,13.59,1765,,
815175,13.601,1768,,
815186,13.612,1769,,
815194,13.62,1768,,
815205,13.631,1766,,
815216,13.642,1763,,
815224,13.65,1765,,
815235,13.661,1770,,
815246,13.672,1776,,
815254,13.68,1770,,
815265,13.691,1765,,
815276,13.702,1768,,
815284,13.71,1771,,
815295,13.721,1775,,
815306,13.732,1773,,
815314,13.74,1777,,
815325,13.751,1775,,
815336,13.762,1774,,
815344,13.77,1771,,
815355,13.781,1768,,
815366,13.792,1771,,
815374,13.8,1771,,
815385,13.811,1772,,
815396,13.822,1779,,
815404,13.83,1780,,
815415,13.841,1778,,
815426,13.852,1769,,
815434,13.86,1766,,
815445,13.871,1774,,
815456,13.882,1777,,
815464,13.89,1782,,
815475,13.901,1782,,
815486,13.912,1777,,
815494,13.92,1774,,
815505,13.931,1775,,
815516,13.942,1775,,
815524,13.95,1774,,
815535,13.961,1779,,
815546,13.972,1780,,
815554,13.98,1782,,
815565,13.991,1783,,
815576,14.002,1778,,
815584,14.01,1777,,
815595,14.021,1780,,
815606,14.032,1777,,
815614,14.04,1778,,
815625,14.051,1782,,
815635,14.061,1792,,
815646,14.072,1786,,
815654,14.08,1781,,
815665,14.091,1782,,
815675,14.101,1781,,
815686,14.112,1790,,
815694,14.12,1788,,
815705,14.131,1779,,
815716,14.142,1784,,
815724,14.15,1790,,
815735,14.161,1789,,
815746,14.172,1782,,
815754,14.18,1780,,
815765,14.191,1782,,
815776,14.202,1780,,
815784,14.21,1779,,
815795,14.221,1784,,
815806,14.232,1785,,
815814,14.24,1787,,
815825,14.251,1788,,
815836,14.262,1788,,
815844,14.27,1788,,
815855,14.281,1784,,
815866,14.292,1783,,
815874,14.3,1788,,
815885,14.311,1792,,
815896,14.322,1786,,
815904,14.33,1787,,
815915,14.341,1788,,
815926,14.352,1784,,
815934,14.36,1785,,
815945,14.371,1787,,
815956,14.382,1788,,
815964,14.39,1787,,
815975,14.401,1786,,
815986,14.412,1788,,
815994,14.42,1783,,
816005,14.431,1784,,
816016,14.442,1788,,
816024,14.45,1786,,
816035,14.461,1787,,
816046,14.472,1793,,
816054,14.48,1794,,
816065,14.491,1790,,
816076,14.502,1780,,
816086,14.512,1787,,
816094,14.52,1798,,
816105,14.531,1794,,
816116,14.542,1788,,
816124,14.55,1783,,
816135,14.561,1783,,
816146,14.572,1786,,
816154,14.58,1790,,
816165,14.591,1792,,
816176,14.602,1790,,
816184,14.61,1785,,
816195,14.621,1779,,
816206,14.632,1775,,
816214,14.64,1772,,
816225,14.651,1778,,
816236,14.662,1780,,
816244,14.67,1784,,
816255,14.681,1783,,
816266,14.692,1773,,
816274,14.7,1771,,
816285,14.711,1772,,
816296,14.722,1768,,
816304,14.73,1768,,
816315,14.741,1770,,
816326,14.752,1767,,
816334,14.76,1769,,
816345,14.771,1767,,
816356,14.782,1765,,
816364,14.79,1763,,
816375,14.801,1759,,
816386,14.812,1754,,
816394,14.82,1757,,
816405,14.831,1759,,
816416,14.842,1760,,
816424,14.85,1760,,
816435,14.861,1752,,
816446,14.872,1746,,
816454,14.88,1746,,
816465,14.891,1748,,
816476,14.902,1744,,
816484,14.91,1741,,
816495,14.921,1740,,
816506,14.932,1740,,
816514,14.94,1735,,
816525,14.951,1733,,
816536,14.962,1735,,
816544,14.97,1734,,
816555,14.981,1734,,
816566,14.992,1735,,
816574,15,1730,,
816584,15.01,1726,,
816594,15.02,1743,,
816605,15.031,1745,,
816616,15.042,1729,,
816624,15.05,1724,,
816635,15.061,1721,,
816646,15.072,1718,,
816654,15.08,1719,,
816665,15.091,1721,,
816676,15.102,1723,,
816684,15.11,1725,,
816695,15.121,1717,,
816705,15.131,1708,,
816716,15.142,1706,,
816724,15.15,1702,,
816735,15.161,1705,,
816746,15.172,1713,,
816754,15.18,1713,,
816765,15.191,1710,,
816776,15.202,1706,,
816784,15.21,1710,,
816795,15.221,1714,,
816806,15.232,1706,,
816814,15.24,1706,,
816824,15.25,1709,,
816835,15.261,1711,,
816846,15.272,1707,,
816854,15.28,1697,,
816865,15.291,1696,,
816876,15.302,1697,,
816884,15.31,1696,,
816895,15.321,1698,,
816906,15.332,1696,,
816914,15.34,1700,,
816925,15.351,1701,,
816936,15.362,1702,,
816944,15.37,1703,,
816955,15.381,1699,,
816966,15.392,1697,,
816974,15.4,1700,,
816985,15.411,1703,,
816996,15.422,1699,,
817004,15.43,1699,,
817015,15.441,1699,,
817026,15.452,1701,,
817034,15.46,1697,,
817045,15.471,1696,,
817055,15.481,1699,,
817066,15.492,1697,,
817074,15.5,1698,,
817085,15.511,1701,,
817096,15.522,1699,,
817104,15.53,1700,,
817115,15.541,1701,,
817126,15.552,1701,,
817134,15.56,1706,,
817145,15.571,1705,,
817156,15.582,1703,,
817164,15.59,1698,,
817175,15.601,1697,,
817186,15.612,1702,,
817194,15.62,1701,,
817205,15.631,1700,,
817216,15.642,1703,,
817224,15.65,1704,,
817235,15.661,1701,,
817246,15.672,1699,,
817256,15.682,1694,,
817264,15.69,1697,,
817275,15.701,1702,,
817286,15.712,1702,,
817294,15.72,1708,,
817305,15.731,1705,,
817316,15.742,1698,,
817324,15.75,1697,,
817335,15.761,1697,,
817346,15.772,1702,,
817354,15.78,1697,,
817365,15.791,1694,,
817376,15.802,1698,,
817384,15.81,1695,,
817395,15.821,1695,,
817406,15.832,1697,,
817414,15.84,1695,,
817425,15.851,1694,,
817436,15.862,1694,,
817444,15.87,1690,,
817455,15.881,1691,,
817466,15.892,1697,,
817474,15.9,1697,,
817485,15.911,1691,,
817496,15.922,1689,,
817504,15.93,1690,,
817515,15.941,1689,,
817526,15.952,1688,,
817534,15.96,1689,,
817545,15.971,1685,,
817556,15.982,1681,,
817564,15.99,1683,,
817575,16.001,1684,,
817586,16.012,1681,,
817594,16.02,1680,,
817605,16.031,1682,,
817616,16.042,1678,,
817624,16.05,1678,,
817635,16.061,1679,,
817646,16.072,1675,,
817654,16.08,1679,,
817665,16.091,1680,,
817676,16.102,1678,,
817684,16.11,1673,,
817695,16.121,1672,,
817706,16.132,1675,,
817714,16.14,1674,,
817725,16.151,1674,,
817736,16.162,1676,,
817744,16.17,1678,,
817755,16.181,1673,,
817766,16.192,1672,,
817774,16.2,1668,,
817785,16.211,1664,,
817796,16.222,1667,,
817804,16.23,1666,,
817815,16.241,1666,,
817826,16.252,1665,,
817834,16.26,1661,,
817845,16.271,1660,,
817856,16.282,1657,,
817864,16.29,1655,,
817875,16.301,1657,,
817885,16.311,1658,,
817896,16.322,1667,,
817904,16.33,1663,,
817915,16.341,1653,,
817926,16.352,1655,,
817934,16.36,1653,,
817945,16.371,1652,,
817956,16.382,1651,,
817964,16.39,1648,,
817975,16.401,1650,,
817986,16.412,1656,,
817994,16.42,1655,,
818005,16.431,1649,,
818016,16.442,1654,,
818024,16.45,1655,,
818035,16.461,1648,,
818046,16.472,1646,,
818054,16.48,1645,,
818064,16.49,1644,,
818074,16.5,1653,,
818085,16.511,1651,,
818096,16.522,1640,,
818104,16.53,1637,,
818115,16.541,1636,,
818126,16.552,1639,,
818134,16.56,1639,,
818145,16.571,1633,,
818156,16.582,1625,,
818164,16.59,1622,,
818175,16.601,1627,,
818186,16.612,1627,,
818194,16.62,1632,,
818205,16.631,1631,,
818216,16.642,1628,,
818224,16.65,1625,,
818235,16.661,1620,,
818246,16.672,1617,,
818254,16.68,1617,,
818265,16.691,1619,,
818276,16.702,1618,,
818284,16.71,1620,,
818295,16.721,1619,,
818306,16.732,1617,,
818314,16.74,1616,,
818325,16.751,1615,,
818336,16.762,1614,,
818344,16.77,1617,,
818355,16.781,1619,,
818366,16.792,1619,,
818374,16.8,1614,,
818385,16.811,1610,,
818396,16.822,1612,,
818404,16.83,1612,,
818415,16.841,1613,,
818426,16.852,1613,,
818434,16.86,1617,,
818445,16.871,1616,,
818456,16.882,1612,,
818464,16.89,1616,,
818475,16.901,1612,,
818486,16.912,1606,,
818494,16.92,1606,,
818505,16.931,1606,,
818516,16.942,1609,,
818524,16.95,1612,,
818535,16.961,1608,,
818546,16.972,1607,,
818554,16.98,1605,,
818565,16.991,1602,,
818576,17.002,1604,,
818584,17.01,1602,,
818595,17.021,1601,,
818606,17.032,1601,,
818614,17.04,1597,,
818625,17.051,1599,,
818636,17.062,1599,,
818644,17.07,1600,,
818655,17.081,1601,,
818666,17.092,1600,,
818674,17.1,1601,,
818685,17.111,1600,,
818696,17.122,1598,,
818704,17.13,1598,,
818715,17.141,1595,,
818726,17.152,1592,,
818734,17.16,1595,,
818745,17.171,1597,,
818756,17.182,1597,,
818764,17.19,1591,,
818775,17.201,1586,,
818785,17.211,1586,,
818796,17.222,1584,,
818804,17.23,1586,,
818815,17.241,1587,,
818826,17.252,1588,,
818834,17.26,1587,,
818845,17.271,1585,,
818856,17.282,1583,,
818864,17.29,1585,,
818875,17.301,1586,,
818886,17.312,1586,,
818896,17.322,1587,,
818904,17.33,1586,,
818915,17.341,1584,,
818926,17.352,1577,,
818934,17.36,1574,,
818945,17.371,1573,,
818956,17.382,1573,,
818966,17.392,1570,,
818976,17.402,1565,,
818984,17.41,1571,,
818995,17.421,1571,,
819005,17.431,1565,,
819016,17.442,1564,,
819024,17.45,1558,,
819035,17.461,1559,,
819046,17.472,1560,,
819054,17.48,1559,,
819065,17.491,1559,,
819076,17.502,1558,,
819084,17.51,1556,,
819095,17.521,1556,,
819106,17.532,1559,,
819114,17.54,1555,,
819125,17.551,1551,,
819136,17.562,1551,,
819144,17.57,1556,,
819155,17.581,1557,,
819166,17.592,1553,,
819174,17.6,1553,,
819185,17.611,1549,,
819196,17.622,1548,,
819204,17.63,1544,,
819215,17.641,1543,,
819226,17.652,1545,,
819234,17.66,1542,,
819245,17.671,1541,,
819256,17.682,1540,,
819264,17.69,1538,,
819275,17.701,1538,,
819286,17.712,1544,,
819294,17.72,1541,,
819305,17.731,1534,,
819316,17.742,1533,,
819324,17.75,1534,,
819335,17.761,1533,,
819346,17.772,1529,,
819356,17.782,1523,,
819364,17.79,1520,,
819375,17.801,1520,,
819386,17.812,1524,,
819394,17.82,1521,,
819405,17.831,1518,,
819415,17.841,1532,,
819426,17.852,1524,,
819434,17.86,1520,,
819445,17.871,1517,,
819456,17.882,1507,,
819464,17.89,1504,,
819475,17.901,1508,,
819486,17.912,1508,,
819494,17.92,1505,,
819505,17.931,1501,,
819516,17.942,1504,,
819524,17.95,1502,,
819535,17.961,1495,,
819546,17.972,1487,,
819554,17.98,1486,,
819565,17.991,1486,,
819576,18.002,1482,,
819584,18.01,1482,,
819595,18.021,1481,,
819606,18.032,1481,,
819614,18.04,1479,,
819625,18.051,1477,,
819636,18.062,1475,,
819644,18.07,1478,,
819655,18.081,1478,,
819666,18.092,1478,,
819674,18.1,1472,,
819685,18.111,1465,,
819696,18.122,1468,,
819704,18.13,1466,,
819715,18.141,1465,,
819726,18.152,1462,,
819734,18.16,1460,,
819745,18.171,1458,,
819756,18.182,1459,,
819764,18.19,1454,,
819775,18.201,1449,,
819786,18.212,1448,,
819794,18.22,1447,,
819805,18.231,1447,,
819816,18.242,1451,,
819824,18.25,1452,,
819835,18.261,1446,,
819846,18.272,1445,,
819854,18.28,1442,,
819865,18.291,1440,,
819876,18.302,1441,,
819884,18.31,1444,,
819895,18.321,1443,,
819906,18.332,1444,,
819914,18.34,1440,,
819925,18.351,1436,,
819936,18.362,1434,,
819944,18.37,1432,,
819955,18.381,1434,,
819966,18.392,1432,,
819974,18.4,1433,,
819985,18.411,1431,,
819996,18.422,1429,,
820004,18.43,1428,,
820015,18.441,1426,,
820026,18.452,1421,,
820034,18.46,1423,,
820045,18.471,1425,,
820056,18.482,1424,,
820064,18.49,1418,,
820075,18.501,1409,,
820086,18.512,1413,,
820094,18.52,1412,,
820105,18.531,1410,,
820116,18.542,1411,,
820124,18.55,1412,,
820135,18.561,1405,,
820146,18.572,1396,,
820154,18.58,1392,,
820165,18.591,1395,,
820176,18.602,1394,,
820184,18.61,1393,,
820195,18.621,1390,,
820206,18.632,1388,,
820214,18.64,1388,,
820225,18.651,1383,,
820236,18.662,1384,,
820244,18.67,1384,,
820255,18.681,1372,,
820266,18.692,1369,,
820274,18.7,1371,,
820285,18.711,1366,,
820296,18.722,1362,,
820304,18.73,1359,,
820315,18.741,1352,,
820326,18.752,1347,,
820334,18.76,1345,,
820345,18.771,1346,,
820356,18.782,1344,,
820364,18.79,1338,,
820375,18.801,1339,,
820386,18.812,1346,,
820394,18.82,1345,,
820405,18.831,1345,,
820416,18.842,1349,,
820424,18.85,1354,,
820434,18.86,1354,,
820445,18.871,1353,,
820456,18.882,1349,,
820464,18.89,1348,,
820475,18.901,1353,,
820486,18.912,1356,,
820494,18.92,1352,,
820505,18.931,1355,,
820516,18.942,1362,,
820524,18.95,1361,,
820534,18.96,1363,,
820545,18.971,1371,,
820556,18.982,1376,,
820564,18.99,1372,,
820575,19.001,1369,,
820586,19.012,1365,,
820594,19.02,1364,,
820605,19.031,1364,,
820616,19.042,1363,,
820624,19.05,1358,,
820635,19.061,1358,,
820646,19.072,1365,,
820654,19.08,1364,,
820665,19.091,1363,,
820676,19.102,1366,,
820684,19.11,1369,,
820695,19.121,1365,,
820706,19.132,1355,,
820714,19.14,1346,,
820725,19.151,1336,,
820736,19.162,1324,,
820744,19.17,1317,,
820755,19.181,1293,,
820765,19.191,1267,,
820776,19.202,1239,,
820784,19.21,1225,,
820795,19.221,1199,,
820806,19.232,1176,,
820814,19.24,1172,,
820825,19.251,1158,,
820836,19.262,1144,,
820844,19.27,1133,,
820855,19.281,1119,,
820866,19.292,1114,,
820874,19.3,1110,,
820885,19.311,1106,,
820895,19.321,1103,,
820906,19.332,1101,,
820914,19.34,1105,,
820925,19.351,1110,,
820936,19.362,1116,,
820944,19.37,1126,,
820955,19.381,1146,,
820966,19.392,1169,,
820974,19.4,1171,,
820985,19.411,1185,,
820996,19.422,1212,,
821004,19.43,1223,,
821015,19.441,1245,,
821026,19.452,1267,,
821034,19.46,1282,,
821045,19.471,1304,,
821056,19.482,1316,,
821064,19.49,1334,,
821075,19.501,1362,,
821086,19.512,1377,,
821094,19.52,1388,,
821105,19.531,1409,,
821116,19.542,1433,,
821124,19.55,1443,,
821135,19.561,1460,,
821146,19.572,1472,,
821154,19.58,1482,,
821165,19.591,1507,,
821176,19.602,1522,,
821184,19.61,1535,,
821194,19.62,1549,,
821205,19.631,1558,,
821216,19.642,1576,,
821226,19.652,1585,,
821234,19.66,1588,,
821245,19.671,1604,,
821256,19.682,1625,,
821264,19.69,1631,,
821275,19.701,1643,,
821286,19.712,1657,,
821294,19.72,1666,,
821305,19.731,1674,,
821316,19.742,1672,,
821324,19.75,1683,,
821335,19.761,1697,,
821346,19.772,1699,,
821354,19.78,1702,,
821365,19.791,1709,,
821376,19.802,1719,,
821384,19.81,1724,,
821395,19.821,1725,,
821406,19.832,1722,,
821414,19.84,1726,,
821425,19.851,1736,,
821436,19.862,1738,,
821444,19.87,1745,,
821455,19.881,1749,,
821466,19.892,1746,,
821474,19.9,1744,,
821485,19.911,1748,,
821496,19.922,1760,,
821504,19.93,1762,,
821515,19.941,1757,,
821525,19.951,1756,,
821536,19.962,1767,,
821544,19.97,1767,,
821555,19.981,1761,,
821566,19.992,1766,,
821574,20,1771,,
821585,20.011,1772,,
821596,20.022,1767,,
821604,20.03,1765,,
821615,20.041,1767,,
821626,20.052,1766,,
821634,20.06,1766,,
821644,20.07,1770,,
821655,20.081,1769,,
821666,20.092,1767,,
821674,20.1,1767,,
821685,20.111,1773,,
821696,20.122,1777,,
821704,20.13,1776,,
821715,20.141,1776,,
821726,20.152,1777,,
821734,20.16,1774,,
821745,20.171,1776,,
821756,20.182,1774,,
821764,20.19,1774,,
821775,20.201,1778,,
821786,20.212,1780,,
821794,20.22,1782,,
821805,20.231,1783,,
821816,20.242,1783,,
821824,20.25,1783,,
821835,20.261,1781,,
821846,20.272,1789,,
821854,20.28,1793,,
821865,20.291,1787,,
821876,20.302,1789,,
821884,20.31,1782,,
821895,20.321,1778,,
821906,20.332,1782,,
821914,20.34,1782,,
821925,20.351,1784,,
821936,20.362,1785,,
821944,20.37,1784,,
821955,20.381,1784,,
821966,20.392,1786,,
821974,20.4,1792,,
821985,20.411,1791,,
821996,20.422,1786,,
822004,20.43,1785,,
822015,20.441,1788,,
822026,20.452,1793,,
822034,20.46,1794,,
822045,20.471,1792,,
822056,20.482,1785,,
822066,20.492,1790,,
822074,20.5,1797,,
822085,20.511,1796,,
822096,20.522,1797,,
822104,20.53,1791,,
822115,20.541,1789,,
822126,20.552,1793,,
822134,20.56,1792,,
822145,20.571,1794,,
822156,20.582,1797,,
822164,20.59,1797,,
822175,20.601,1797,,
822186,20.612,1790,,
822194,20.62,1787,,
822205,20.631,1794,,
822216,20.642,1798,,
822224,20.65,1804,,
822235,20.661,1801,,
822246,20.672,1793,,
822254,20.68,1791,,
822265,20.691,1793,,
822276,20.702,1791,,
822284,20.71,1790,,
822295,20.721,1793,,
822306,20.732,1794,,
822314,20.74,1795,,
822325,20.751,1794,,
822336,20.762,1792,,
822344,20.77,1791,,
822355,20.781,1788,,
822365,20.791,1781,,
822376,20.802,1784,,
822384,20.81,1786,,
822395,20.821,1789,,
822406,20.832,1796,,
822414,20.84,1796,,
822425,20.851,1790,,
822436,20.862,1790,,
822444,20.87,1792,,
822455,20.881,1792,,
822466,20.892,1786,,
822474,20.9,1785,,
822485,20.911,1787,,
822496,20.922,1784,,
822504,20.93,1786,,
822514,20.94,1789,,
822525,20.951,1789,,
822536,20.962,1782,,
822544,20.97,1780,,
822555,20.981,1782,,
822566,20.992,1778,,
822574,21,1780,,
822585,21.011,1779,,
822596,21.022,1773,,
822604,21.03,1769,,
822615,21.041,1771,,
822626,21.052,1776,,
822634,21.06,1778,,
822645,21.071,1777,,
822656,21.082,1771,,
822664,21.09,1763,,
822675,21.101,1763,,
822686,21.112,1767,,
822694,21.12,1769,,
822705,21.131,1770,,
822716,21.142,1768,,
822724,21.15,1766,,
822735,21.161,1765,,
822746,21.172,1768,,
822754,21.18,1763,,
822765,21.191,1761,,
822776,21.202,1764,,
822784,21.21,1763,,
822795,21.221,1763,,
822806,21.232,1767,,
822814,21.24,1768,,
822825,21.251,1765,,
822836,21.262,1764,,
822844,21.27,1761,,
822854,21.28,1762,,
822865,21.291,1764,,
822876,21.302,1765,,
822884,21.31,1761,,
822895,21.321,1759,,
822906,21.332,1763,,
822914,21.34,1764,,
822925,21.351,1763,,
822936,21.362,1766,,
822944,21.37,1768,,
822955,21.381,1766,,
822966,21.392,1765,,
822974,21.4,1761,,
822984,21.41,1762,,
822995,21.421,1764,,
823006,21.432,1766,,
823014,21.44,1762,,
823024,21.45,1762,,
823035,21.461,1765,,
823046,21.472,1770,,
823054,21.48,1774,,
823065,21.491,1770,,
823076,21.502,1767,,
823086,21.512,1767,,
823094,21.52,1762,,
823105,21.531,1763,,
823116,21.542,1772,,
823124,21.55,1770,,
823135,21.561,1768,,
823146,21.572,1771,,
823154,21.58,1773,,
823164,21.59,1769,,
823175,21.601,1770,,
823185,21.611,1763,,
823196,21.622,1753,,
823204,21.63,1760,,
823215,21.641,1769,,
823226,21.652,1761,,
823234,21.66,1764,,
823245,21.671,1770,,
823256,21.682,1768,,
823266,21.692,1778,,
823274,21.7,1772,,
823285,21.711,1766,,
823296,21.722,1765,,
823304,21.73,1765,,
823315,21.741,1765,,
823326,21.752,1769,,
823334,21.76,1770,,
823345,21.771,1768,,
823356,21.782,1769,,
823364,21.79,1765,,
823375,21.801,1765,,
823386,21.812,1771,,
823394,21.82,1775,,
823405,21.831,1770,,
823416,21.842,1768,,
823424,21.85,1766,,
823435,21.861,1763,,
823446,21.872,1761,,
823454,21.88,1761,,
823465,21.891,1764,,
823476,21.902,1763,,
823484,21.91,1765,,
823495,21.921,1766,,
823506,21.932,1766,,
823514,21.94,1764,,
823525,21.951,1762,,
823536,21.962,1760,,
823544,21.97,1763,,
823555,21.981,1768,,
823566,21.992,1762,,
823574,22,1756,,
823585,22.011,1756,,
823596,22.022,1760,,
823604,22.03,1764,,
823615,22.041,1767,,
823626,22.052,1763,,
823634,22.06,1766,,
823645,22.071,1765,,
823656,22.082,1765,,
823664,22.09,1770,,
823675,22.101,1770,,
823686,22.112,1763,,
823694,22.12,1762,,
823705,22.131,1763,,
823716,22.142,1766,,
823724,22.15,1769,,
823735,22.161,1766,,
823746,22.172,1766,,
823754,22.18,1763,,
823765,22.191,1762,,
823776,22.202,1766,,
823784,22.21,1771,,
823795,22.221,1771,,
823806,22.232,1764,,
823814,22.24,1761,,
823824,22.25,1764,,
823835,22.261,1765,,
823846,22.272,1766,,
823854,22.28,1769,,
823865,22.291,1768,,
823876,22.302,1766,,
823884,22.31,1764,,
823895,22.321,1762,,
823906,22.332,1766,,
823914,22.34,1771,,
823925,22.351,1770,,
823936,22.362,1762,,
823944,22.37,1760,,
